고유번호,문법번호,영어예문,번역문,질문,관련문,참조문,출처
142,10105010200,"Fortunately, I got a ticket.",다행히도 나는 차표를 얻을 수 있었다.,"""fortunately""가 [다행스럽게]로, 이어지는 문 전체에 대한 평가를 나타내도록 번역되었습니까?",,,문법책-Hornby
143,10105010202,Happily he did not die.,다행히도 그는 죽지 않았다.,"""Happily"" 가 [다행히도]로, 문 전체를 수식하도록 번역되었습니까?",,,문법책-Hornby
144,10105010202,He did not die happily.,그는 행복하게 죽지 않았다.,"""happily""가 [행복하게 ]로 ""die""를 수식하도록 번역되었습니까?",,,문법책-Hornby
145,10105010201,"Separately, the court rejected his proposal.",개별적으로 그 법원은 그의 제안을 기각했다.,"""Separately""가 [개별적으로]으로와 같이 문 전체를 수식하도록 번역되었습니까?",,,문법책-Hornby
146,10105010201,She speaks English naturally.,물론 그녀는 영어를 말한다.,"""naturally""가 [물론]으로, 문 전체를 수식하도록 번역되었습니까?",,,문법책-Hornby
147,10105010201,"Frankly, he is stupid.",솔직히 말하면 그는 어리석다.,"""Frankly""가 [솔직히 말하면]로, 이어지는 문 전체에 대한 평가를 나타내도록 번역되었습니까?",,,문법책-Hornby
148,10105010203,"I couldn't trust him, so I got out to look for another taxi.",나는 그를 믿을 수가 없어서 차에서 내려 다른 택시를 찾아보았지요.,"[그를 믿을 수가 없어서, 나갔다]로 ""so""가 문장을 접속하도록 번역되었습니까?",,,영어교과서-고교ii-a-1
149,10105010203,"The real surprise, however, was what Korea had achieved.",그러나 정말 놀라운 것은 한국이 성취한 것이었다.,"""however""가 [그러나]와 같이 역접의 의미로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
150,10105010203,"He made many mistakes, yet he was a great man.",그는 많은 실수를 저질렀지만 그래도 위대한 인물이었다.,"""yet""이 [~지만]으로 양보를 나타내는 접속부사로서 번역되었습니까?",,,문법책-Hornby
151,10105010203,Its too cold to go out; and besides its snowing.,너무 추워서 밖으로 나갈수가 없었다. 그리고 게다가 눈까지 내리고 있었다.,"""besides""가 전치사 이외에 접속사적 의미로[그 외에~]로 번역되었습니까?",,,문법책-Hornby
152,10105010203,"You smoke, but otherwise you are good.",당신은 흡연을 합니다. 그러나 그렇지 않는다면 당신의 건강은 좋습니다.,"""otherwise""가 [그렇지 않으면]으로 접속사적 의미로 번역되었습니까?",,,문법책-Hornby
153,10105010203,"Once the decision is made, let there be no change.","일단 결정이 내려지면, 어떠한 변경도 없도록 해라.","""Once""가 [일단~하면]으로 접속사적 의미로 번역이 되었습니까?",,,문법책-맨투맨
154,10105010203,"Even so, Hawaii produces large quantities of farm products.",그렇지만 하와이는 많은 양의 농산물을 생산한다.,"""Even so""가 [그렇지만]으로 역접의 의미로 번역이 되었습니까?",,,문법책-맨투맨
155,10105020100,America is truly a cosmopolitan country.,미국은 진정 범세계적인 나라이다.,"""truly""가 [진정]으로 ""a cosmopolitan country""를 수식하여 번역이 되었습니까?",,,영어교과서-고교ii-a-1
156,10105020100,And most stars are very much farther away than the sun.,그리고 대부분의 별들은 태양보다도 훨씬 더 떨어져 있다.,"""very much farther""가 [훨씬 더 멀리]로 ""very much""가 ""farther""를 강조하여 번역되었습니까?",,,영어교과서-고교ii-a-1
157,10105020100,At first there were only separate colonies.,처음에는 단지 개별적인 식민지들만이 있었다.,"""only separate colonies""가 [단지 개별적인 식민지]로 ""only""가 명사를 수식하여 번역되었습니까?",,,영어교과서-고교ii-a-1
158,10105020100,Nearly everybody went to see Dr. Cook.,거의 모든 사람들은 쿡 의사에게 갔다.,"""nearly""가 ""everybody""를 수식하여 [거의 모든사람]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
159,10105020100,He left shortly after she arrived.,그는 그녀가 도착한 직후에 출발했다.,"""shortly after~""가 [~한 직후에]로 번역되었습니까?",,,문법책-Hornby
160,10105020100,I travel entirely around the world.,나는 전세계를 빠짐없이 여행할 것이다.,"""entirely around the world""가 [전세계를 빠짐없이]로, ""entirely""가 ""around""에 걸리도록 번역되었습니까?",,,문법책-Hornby
161,10105020100,The then president refused our invitation.,당시의 대통령이 우리의 개혁을 반대하였습니다.,"위에 진술한 부사 ""then""이 명사 ""president ""를 수식하도록 번역되었습니까?",,,문법책-Hornby
162,10105020200,But the dark moments were over now.,그러나 어두운 순간들은 이제 지나갔다.,"""be over""가 [끝나다]로  번역되었습니까?",,,영어교과서-고교ii-a-1
163,10105020200,Put your hat on.,모자를 쓰세요.,[모자를 쓰세요]로 번역되었습니까?,,,문법책-Hornby
164,10105020200,He is away.,그는 떠났다.,"""He is away""가 [그는 떠났다]와 같이 ""he""의 상태가 ""away""하다는 의미로 번역이 되었습니까?",,,문법책-성문기본
165,10105020200,She turned the gas on.,그녀는 가스를 점화하였다.,"[가스를 점화하였다]로, 기능이 실현된 것을 나타내도록 번역되었습니까?",,,문법책-Hornby
166,10105020300,"""Next year,"" Grandfather had said.","내년에, 라고 할아버지께서 말씀하셨었다.","""next year""가 [내년에]로 부사처럼 번역이 되었습니까?",,,영어교과서-고교ii-a-1
167,10105020300,I lost a stamp that day.,나는 그 날 우표 한 장을 잃어버렸거든요.,"""that day""가 [그 날]이라고 부사적으로 번역되었습니까?",,,영어교과서-고교ii-a-1
168,10105020300,The factory started production Tuesday.,공장은 화요일에 조업을 개시하였다.,"""Tuesday""가 [화요일에]로 부사적으로 번역되었습니까?",,,문법책-Hornby
169,10105020300,They drove downtown quickly this morning.,그들은 오늘 아침에 빨리 시내로 운전했다.,""" this morning""이 [오늘 아침에]와 같이 부사로 번역이 되었습니까?",,,문법책-성문기본
170,10105020300,One day an Irishman arrived in New York.,어느 날 어떤 아일랜드 사람이 뉴욕에 도착했다.,"""One day""가 [어느날]로 번역이 되었습니까?",,,문법책-맨투맨
171,10105020400,There arose a big problem.,큰 문제가 발생했다.,[∼이 발생했다]라는 표현으로 번역되었습니까?,,,문법책-Hornby
172,10105020400,There is an example.,예가 있다.,[예가 있다]로 존재를 나타내는 문장으로 번역되었습니까?,,,문법책-Hornby
173,10105020400,There is no one there.,거기엔 아무도 없다.,"""There is no one""이 [아무도 없다]와 같이 ""there is"" [있다]의 부정의 의미로 번역이 되었습니까?",,,문법책-성문기본
174,10105030100,John knows him better than she does.,그녀보다도 죤 쪽이 그를 잘 알고 있다.,"[그녀보다도 죤 쪽이]로, ""she""와 ""john""이 비교되는 형태로 번역되었습니까?",,,문법책-Hornby
175,10105030100,He works harder than his brother.,그는 그의 형제보다 열심히 일한다.,"""harder than""이 [보다 열심히]와 같이  ""he""와 ""his brothers""을 비교하여 ""he""가 더 열심히 일한다는 의미로번역이 되었습니까?",,,문법책-성문기본
176,10105030200,Mary drives most carefully of all her family.,메리는 그녀의 가족 중에서 가장 조심스럽게 운전한다.,"""most carefully of all her family""가 [그녀의 가족중에서 가장 조심스럽게]와 같이 최상급의 의미로 번역이 되었습니까?",,,문법책-성문기본
177,10105030200,He works hardest of all his brothers.,그는 그의 형제들 중에서 가장 열심히 일한다.,"""hardest of all his brothers""가 [그의 형제들 중에서 가장 열심히]와 같이 최상급의 의미로 번역이 되었습니까?",,,문법책-성문기본
178,10105040100,six weeks later Dr. Akram still had only a few patients.,6주 후에도 아크람 의사는 여전히 단지 몇 명의 환자를 받은 정도였다.,"""six weeks later""가 [6주 후]로 시간의 경과를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
179,10105040100,Once in the small hours of the night a stranger came to his house.,언젠가 한번은 한밤중에 어떤 한 낯선 사람이 그의 집에 왔다.,"""Once""가, [언젠가 한번은]으로 「시간의 의미」로 번역이 되었습니까?",,,문법책-맨투맨
180,10105040100,The accident occurred two days ago.,그 사건은 이틀전에 일어났다.,"""two days ago""가 [이틀전에]로 시간의 의미로 번역이 되었습니까?",,,문법책-성문기본
181,10105040100,I also went to the beach two weeks earlier.,나도 2주일 빨리 그 해안에 갔다.,"""two weeks earlier""가 [2주일 빨리]의 의미로 번역되었습니까?",,,문법책-Hornby
182,10105040200,Here are a few practical tips for you.,여기에 여러분을 위한 몇 가지 실제적인 조언이 있다.,"""here is~""가 [여기에 ~있습니다]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
183,10105040200,He has forced larger animals to seek shelter elsewhere.,큰 동물들에게 다른 곳에서 서식처를 찾도록 했다.,"""elsewhere""가 [다른곳에서]로, 장소를 나타내도록 번역되었습니까?",,,문법책-맨투맨
184,10105040200,People came from miles around to consult him.,사람들이 그에게 상의하러 인근 수마일 떨어진 곳에서 왔다.,"""miles around""가  [인근 수마일 떨어진곳]으로, 번역이 되었습니까?",,,문법책-맨투맨
185,10105040200,Plants and animals live there.,식물과 동물이 그곳에 서식한다.,"""there""가 [그곳에]로, 장소를 나타내도록 번역되었습니까?",,,문법책-맨투맨
186,10105040300,Photography is a skill that I find rather difficult.,사진술은 내겐 꽤 어려운 기술이다.,"""rather""가 [꽤]로 정도를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
187,10105040300,The car was going much too fast.,그 자동차는 너무도 빨리 달리고 있었다.,"""much too""가 [너무도]로 정도를 나타내는 부사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
188,10105040300,Those stamps cost even more.,그 우표들은 값이 훨씬 더 나갑니다.,"""even""이 [훨씬]으로 ""more""를 수식하여 정도를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
189,10105040300,She slept well.,그녀는 충분히 잤다.,"""sleep well""이 [충분히 잤다]로 ""well""이 정도를 나타내도록 번역되었습니까?",,,문법책-Hornby
190,10105040400,Mary drives carefully.,메리는 조심스럽게 운전한다.,"""carefully""가 [조심스럽게]와 같이 행동의 양태를 표현하도록 번역이 되었습니까?",,,문법책-성문기본
191,10105040400,"Sometimes he does so, unwisely.",때때로 그는 어리석게도 그렇게 한다.,"""unwisely""이 [어리석게도]라는 의미로 사람의 성격적 양상으로 번역이 되었습니까?",,,문법책-맨투맨
192,10105040400,This gradually developed into the handshake.,이것이 점차 악수로 발전된 것이다.,"""gradually"" [점차로]로 일이 되어가는 양태의 의미로 번역이 되었습니까?",,,문법책-맨투맨
193,10105040400,"""I'm glad to hear that,"" replied the doctor warmly.",그 말을 들으니 기쁘군요. 하고 의사는 다정하게 대답했다.,"""warmly""가 [다정하게]와 같이 사람의 성격적 양상을 나타내도록 번역이 되었습니까?",,,문법책-맨투맨
194,10105040500,She is sometimes a little late with the dinner.,그녀는 이따금 저녁 준비가 늦을 때가 있다.,"""sometimes""가 [때때로]로 빈도를 나타내도록 번역이 되었습니까?",,,영어교과서-고교ii-a-1
195,10105040500,Quite often I have a break at four.,나는 4시에 매우 자주 휴식을 갖는다.,"""Quite often""이 [꽤 자주]로 번역되었습니까?",,,문법책-Hornby
196,10105040500,These meetings take place monthly.,이러한 모임은 매월 열린다.,"""monthly""가 [매월]로, 빈도를 나타내도록 번역되었습니까?",,,문법책-Hornby
197,10105040600,I'll never forget her words.,나는 그 분의 말을 결코 잊을 수가 없을 것이다.,"""never""가 [결코 ~수 없다]라고 문장전체가 부정으로 번역되었습니까?",,,영어교과서-고교ii-a-1
